Metrekare,Oda_Sayisi,Bina_Yasi,Fiyat,Lokasyon_B,Lokasyon_C
83,5,8,417000,True,False
159,4,44,371000,False,False
98,4,4,390000,False,False
178,1,41,246000,False,True
122,3,22,328000,False,True
133,4,14,405000,False,False
102,2,19,264000,False,True
149,2,13,323000,False,True
173,2,35,303000,True,False
94,5,4,436000,True,False
186,5,33,470000,True,False
154,4,22,410000,False,True
199,4,1,497000,False,False
195,4,11,473000,True,False
155,5,16,473000,False,True
92,4,4,384000,False,False
183,1,29,275000,True,False
97,3,39,269000,False,True
175,2,44,287000,True,False
56,2,38,180000,False,True
65,1,24,167000,True,False
178,4,9,460000,False,True
164,5,8,498000,False,False
86,4,14,358000,True,False
174,4,15,444000,True,False
130,2,22,286000,False,True
111,2,37,237000,False,False
121,5,15,441000,False,False
174,2,6,362000,True,False
115,4,1,413000,False,True
79,1,20,189000,True,False
69,5,41,337000,False,True
131,1,36,209000,False,False
156,4,2,452000,True,False
181,5,6,519000,False,True
86,1,2,232000,False,False
181,5,3,525000,False,True
126,4,7,412000,True,False
138,5,20,448000,False,True
195,4,49,397000,True,False
137,5,41,405000,False,False
82,5,41,350000,False,True
107,2,5,297000,False,False
77,4,25,327000,False,False
84,3,38,258000,True,False
174,5,18,488000,True,False
187,1,1,335000,False,False
114,2,25,264000,True,False
91,2,17,257000,False,False
134,5,46,392000,True,False
186,3,15,406000,True,False
160,2,5,350000,False,True
64,4,17,330000,False,True
118,5,21,426000,True,False
154,5,23,458000,False,False
199,3,43,363000,False,False
113,4,10,393000,False,False
90,4,17,356000,True,False
120,3,1,368000,True,False
105,1,37,181000,False,False
74,4,48,278000,False,True
154,1,7,290000,False,True
183,1,12,309000,False,False
168,5,40,438000,True,False
58,5,1,406000,True,False
109,2,20,269000,False,False
174,5,44,436000,False,True
98,4,31,336000,False,False
100,4,4,392000,False,False
119,1,26,217000,False,False
86,4,12,362000,False,True
80,5,22,386000,False,False
111,5,1,459000,False,True
142,5,1,490000,True,False
63,3,3,307000,False,True
128,4,12,404000,False,True
57,2,21,215000,False,False
85,4,13,359000,True,False
97,4,13,371000,False,False
134,3,41,302000,False,True
77,4,18,341000,False,True
100,1,33,184000,False,False
153,5,6,491000,True,False
150,5,25,450000,False,True
78,3,23,282000,False,True
176,5,24,478000,False,True
131,1,37,207000,True,False
59,3,26,257000,False,False
155,2,4,347000,True,False
50,5,38,324000,True,False
88,4,35,318000,False,True
70,1,49,122000,True,False
114,1,11,242000,False,True
64,5,36,342000,True,False
181,2,25,331000,True,False
110,4,20,370000,False,False
197,2,1,395000,True,False
187,2,30,327000,False,False
136,5,4,478000,False,True
154,4,23,408000,False,True
83,5,35,363000,False,False
173,5,42,439000,False,True
159,1,22,265000,False,True
82,5,31,370000,True,False
147,3,1,395000,False,False
110,4,4,402000,False,True
59,1,19,171000,False,False
133,4,30,373000,True,False
114,1,1,262000,False,True
126,3,48,280000,False,True
50,5,19,362000,False,False
182,1,21,290000,False,True
129,1,22,235000,False,False
64,1,2,210000,False,True
77,3,6,315000,True,False
72,4,21,330000,True,False
158,3,33,342000,False,False
156,1,19,268000,False,True
194,1,27,290000,False,True
162,5,37,438000,False,False
147,3,29,339000,True,False
190,3,28,384000,True,False
191,2,34,323000,True,False
188,4,1,486000,False,False
77,2,48,181000,True,False
91,2,25,241000,False,False
148,4,21,406000,True,False
110,5,34,392000,True,False
172,5,26,470000,False,False
113,4,36,341000,False,True
80,4,35,310000,False,True
130,3,23,334000,False,True
59,3,17,275000,True,False
57,3,47,213000,True,False
198,3,42,364000,False,True
108,1,12,234000,True,False
79,1,44,141000,True,False
194,5,20,504000,False,True
69,1,39,141000,False,False
97,1,27,193000,False,True
179,3,42,345000,False,True
86,3,37,262000,False,False
178,4,20,438000,True,False
181,3,11,409000,False,True
149,4,28,393000,False,True
103,4,2,399000,True,False
171,1,24,273000,True,False
74,3,16,292000,False,False
180,1,12,306000,True,False
58,3,16,276000,False,True
83,1,36,161000,True,False
92,1,2,238000,True,False
123,1,25,223000,False,False
143,5,29,435000,False,False
71,1,28,165000,False,True
119,2,10,299000,False,True
179,2,45,289000,True,False
143,2,23,297000,False,True
81,4,32,317000,False,True
155,1,31,243000,True,False
193,2,19,355000,True,False
50,4,15,320000,True,False
121,2,33,255000,False,False
99,3,17,315000,False,False
190,5,36,468000,True,False
64,1,20,174000,False,False
102,5,9,434000,False,False
57,5,38,331000,False,False
123,3,3,367000,False,True
95,3,2,341000,True,False
118,3,18,332000,True,False
163,4,23,417000,False,True
196,2,19,358000,False,False
172,1,7,308000,True,False
188,3,35,368000,False,False
166,1,20,276000,False,True
92,1,20,202000,False,False
69,1,19,181000,False,True
197,3,41,365000,False,True
70,3,16,288000,False,False
131,2,38,255000,False,False
106,3,21,314000,True,False
123,3,29,315000,False,True
147,1,44,209000,False,False
159,2,38,283000,False,False
164,5,45,424000,True,False
91,3,24,293000,True,False
117,3,37,293000,True,False
119,5,29,411000,False,True
127,1,31,215000,True,False
139,2,45,249000,False,True
160,1,39,232000,True,False
161,4,12,437000,False,True
152,3,30,342000,True,False
194,4,4,486000,False,True
68,3,30,258000,True,False
119,4,5,409000,True,False
112,5,16,430000,False,False
124,3,27,320000,False,True
153,3,4,395000,False,False
124,4,8,408000,False,True
177,2,48,281000,False,False
105,4,8,389000,True,False
71,3,17,287000,False,False
138,3,46,296000,True,False
68,2,44,180000,False,True
75,1,3,219000,True,False
72,2,27,218000,False,False
96,1,34,178000,False,True
62,3,45,222000,False,False
115,5,21,423000,True,False
193,5,43,457000,True,False
122,4,24,374000,False,False
126,2,44,238000,False,True
80,2,41,198000,False,False
134,5,29,426000,True,False
108,1,39,180000,False,True
90,2,6,278000,False,False
161,1,14,283000,True,False
145,1,14,267000,False,True
171,1,37,247000,False,False
154,1,24,256000,False,True
123,4,13,397000,True,False
181,4,1,479000,False,False
148,5,12,474000,False,False
175,4,42,391000,True,False
187,2,24,339000,True,False
124,4,37,350000,True,False
63,2,20,223000,False,False
87,2,6,275000,True,False
189,1,12,315000,False,False
94,5,21,402000,False,False
194,1,3,338000,False,True
124,1,27,220000,True,False
78,4,46,286000,True,False
67,4,36,295000,False,True
69,2,17,235000,False,False
63,4,49,265000,False,False
103,4,46,311000,False,False
80,3,15,300000,True,False
107,2,39,229000,False,False
153,2,4,345000,False,True
177,3,17,393000,False,False
74,2,38,198000,True,False
68,5,11,396000,True,False
185,5,12,511000,False,False
52,3,47,208000,False,False
135,4,32,371000,True,False
194,5,27,490000,False,False
191,3,44,353000,False,True
58,5,43,322000,True,False
143,1,27,239000,False,False
198,3,49,350000,False,False
188,2,40,308000,False,False
69,5,44,331000,False,True
84,2,29,226000,True,False
102,3,9,334000,False,True
159,5,43,423000,False,False
185,2,3,379000,False,True
53,4,39,275000,False,False
151,4,29,393000,False,False
96,1,21,204000,True,False
143,3,35,323000,True,False
97,2,48,201000,False,False
140,1,10,270000,False,False
133,3,23,337000,False,False
117,4,39,339000,True,False
188,2,25,338000,True,False
174,5,24,476000,False,False
122,4,20,382000,True,False
53,5,15,373000,False,False
125,5,21,433000,False,True
122,2,42,238000,True,False
126,2,12,302000,False,False
97,5,18,411000,False,True
151,1,23,255000,False,False
155,5,41,423000,False,True
126,5,29,418000,True,False
88,2,41,206000,True,False
107,3,36,285000,False,False
68,4,5,358000,True,False
137,2,39,259000,True,False
162,1,26,260000,False,True
126,4,39,348000,True,False
126,2,11,304000,False,True
77,2,42,193000,False,True
115,3,11,343000,False,True
59,1,18,173000,True,False
175,1,12,301000,False,False
107,2,16,275000,False,False
191,3,27,387000,True,False
174,2,36,302000,False,True
161,5,17,477000,True,False
133,5,49,385000,False,False
192,3,21,400000,False,True
145,2,37,271000,True,False
82,3,31,270000,False,True
194,2,45,304000,False,True
190,2,35,320000,False,False
96,5,27,392000,False,True
161,4,23,415000,True,False
193,1,32,279000,False,True
92,1,17,208000,False,True
57,3,11,285000,True,False
52,1,1,200000,False,False
174,5,28,468000,False,False
61,4,18,325000,True,False
133,2,49,235000,False,True
65,2,41,183000,True,False
127,5,20,437000,True,False
108,1,7,244000,True,False
112,2,37,238000,False,False
98,1,16,216000,False,True
100,5,39,372000,True,False
82,2,45,192000,False,False
79,3,45,239000,False,False
125,4,47,331000,False,True
64,1,23,168000,True,False
131,1,32,217000,False,True
141,1,49,193000,True,False
72,1,17,188000,False,False
143,5,19,455000,False,False
94,5,42,360000,False,True
111,5,34,393000,True,False
64,5,14,386000,False,True
95,2,3,289000,True,False
113,5,39,385000,False,True
124,2,25,274000,False,False
101,3,11,329000,False,True
137,5,49,389000,True,False
106,3,15,326000,False,True
132,5,19,444000,True,False
115,3,43,279000,False,True
199,4,15,469000,True,False
69,3,15,289000,True,False
82,2,38,206000,True,False
121,1,15,241000,False,True
74,3,9,306000,False,True
95,1,5,235000,False,False
122,4,19,384000,True,False
147,4,24,399000,False,False
106,2,29,248000,False,False
136,2,5,326000,True,False
182,3,22,388000,False,False
104,5,13,428000,False,True
110,4,49,312000,False,False
138,1,47,194000,False,True
57,5,46,315000,True,False
65,4,29,307000,True,False
165,3,16,383000,True,False
110,4,36,338000,False,False
64,2,17,230000,True,False
199,1,20,309000,True,False
180,1,14,302000,False,True
151,2,6,339000,False,False
103,5,22,409000,False,False
63,2,40,183000,True,False
85,1,9,217000,False,False
154,3,32,340000,True,False
131,5,24,433000,False,True
116,4,33,350000,False,False
59,3,13,283000,False,False
98,5,35,378000,False,True
160,1,6,298000,False,False
114,1,49,166000,True,False
106,3,40,276000,False,False
76,5,30,366000,False,False
162,4,38,386000,False,True
182,4,16,450000,False,True
120,2,1,318000,True,False
132,3,42,298000,False,False
106,5,18,420000,False,False
169,3,22,375000,False,True
142,4,26,390000,True,False
64,5,14,386000,False,False
160,1,37,236000,True,False
150,1,49,202000,False,False
168,5,14,490000,False,True
125,3,26,323000,False,True
69,3,36,247000,False,True
180,1,23,284000,False,True
122,1,2,268000,False,True
171,4,39,393000,False,True
90,5,7,426000,True,False
179,3,39,351000,False,True
72,4,45,282000,True,False
72,3,22,278000,False,True
193,1,28,287000,False,False
58,5,38,332000,False,False
62,2,20,222000,False,False
100,5,49,352000,True,False
113,2,18,277000,False,True
101,4,24,353000,True,False
87,2,33,221000,False,True
149,2,45,259000,False,False
195,4,26,443000,True,False
100,5,19,412000,False,True
186,4,48,390000,True,False
190,1,42,256000,True,False
104,1,13,228000,False,False
158,2,10,338000,False,False
93,4,14,365000,False,False
159,4,9,441000,False,False
177,4,11,455000,False,False
154,5,3,498000,False,True
59,3,40,229000,False,True
149,3,12,375000,False,False
197,3,35,377000,False,False
158,5,39,430000,False,False
157,4,46,365000,True,False
189,3,39,361000,False,False
195,4,32,431000,False,True
143,2,39,265000,False,True
112,3,14,334000,True,False
133,2,44,245000,False,True
74,5,1,422000,False,False
61,1,27,157000,True,False
198,5,37,474000,True,False
74,5,43,338000,False,True
60,5,1,408000,False,False
113,3,45,273000,False,False
175,2,29,317000,False,False
99,3,24,301000,True,False
138,1,17,254000,False,True
148,5,35,428000,False,True
165,4,31,403000,False,True
145,1,42,211000,False,False
63,2,32,199000,True,False
50,1,19,162000,True,False
74,3,31,262000,False,True
121,4,39,343000,False,True
118,3,20,328000,True,False
182,5,28,476000,False,True
154,5,3,498000,True,False
196,1,32,282000,True,False
72,5,22,378000,False,True
58,5,44,320000,True,False
167,2,42,283000,True,False
143,2,44,255000,False,True
193,3,15,413000,False,True
82,3,38,256000,False,True
179,2,19,341000,True,False
63,1,31,151000,False,True
50,2,26,198000,False,True
139,3,5,379000,True,False
138,4,20,398000,True,False
193,5,2,539000,False,True
139,4,21,397000,False,True
63,4,36,291000,True,False
160,5,28,454000,True,False
192,2,20,352000,False,False
132,1,37,208000,True,False
121,4,39,343000,True,False
179,1,36,257000,False,False
76,3,11,304000,False,True
123,4,3,417000,False,False
148,3,37,324000,True,False
121,2,20,281000,False,False
72,4,32,308000,False,False
117,3,47,273000,False,False
191,3,25,391000,False,False
166,2,21,324000,False,False
155,1,16,273000,False,False
142,1,48,196000,False,True
114,4,42,330000,False,False
117,2,1,315000,False,False
177,4,23,431000,False,False
112,1,43,176000,False,False
162,2,49,264000,True,False
139,5,24,441000,False,False
130,2,47,236000,False,False
152,2,25,302000,False,False
165,5,7,501000,False,True
62,3,38,236000,False,False
173,3,47,329000,True,False
196,3,47,352000,False,True
137,1,39,209000,True,False
60,2,35,190000,False,True
64,5,14,386000,False,True
59,1,9,191000,False,False
90,5,3,434000,False,False
122,1,38,196000,False,True
101,1,20,211000,False,False
177,1,41,245000,False,False
77,5,33,361000,False,True
114,4,41,332000,False,True
66,1,44,128000,True,False
144,3,32,330000,False,True
187,2,36,315000,True,False
112,4,26,360000,True,False
87,4,48,291000,False,False
119,5,5,459000,False,False
153,4,49,355000,False,True
102,5,30,392000,False,True
168,5,17,484000,True,False
123,3,6,361000,True,False
103,1,15,223000,False,False
69,4,1,367000,False,True
128,1,13,252000,False,True
80,1,48,134000,False,True
184,1,34,266000,False,True
107,5,30,397000,False,False
154,1,19,266000,False,False
59,4,2,355000,True,False
59,5,44,321000,False,False
88,4,12,364000,True,False
86,5,40,356000,False,False
168,2,44,280000,False,False
116,2,24,268000,False,True
92,2,11,270000,True,False
101,2,2,297000,True,False
150,5,1,498000,True,False
105,1,28,199000,False,False
125,3,4,367000,False,True
117,3,41,285000,False,False
186,2,30,326000,False,True
155,1,7,291000,False,False
174,4,22,430000,True,False
141,1,26,239000,False,False
72,4,29,314000,True,False
158,3,25,358000,False,True
110,1,10,240000,True,False
93,1,20,203000,True,False
65,3,14,287000,True,False
71,1,33,155000,True,False
106,4,5,396000,False,True
111,1,45,171000,False,False
156,4,6,444000,False,False
120,2,22,276000,False,False
139,1,17,255000,False,False
121,4,15,391000,True,False
119,3,39,291000,False,True
79,2,40,199000,False,True
152,1,28,246000,False,False
81,4,2,377000,False,False
135,1,18,249000,False,True
106,4,27,352000,False,True
158,1,21,266000,True,False
58,2,23,212000,False,True
80,2,7,266000,False,True
120,1,48,174000,True,False
186,1,19,298000,True,False
62,5,9,394000,True,False
180,1,12,306000,False,True
84,1,46,142000,False,True
70,2,30,210000,False,True
113,1,7,249000,True,False
144,3,2,390000,False,True
83,1,17,199000,False,True
170,5,11,498000,True,False
64,4,12,340000,False,False
169,2,3,363000,False,False
145,3,21,353000,False,True
55,4,14,327000,True,False
158,3,15,378000,True,False
146,2,42,262000,False,True
81,5,41,349000,False,True
132,2,10,312000,False,False
167,3,36,345000,True,False
128,3,10,358000,False,True
127,2,17,293000,True,False
196,1,44,258000,False,True
156,2,25,306000,False,False
175,5,27,471000,False,True
64,2,33,198000,False,False
183,4,11,461000,False,False
122,1,13,246000,False,True
150,4,1,448000,False,True
147,2,31,285000,False,False
75,1,33,159000,True,False
141,4,21,399000,True,False
174,4,16,442000,False,False
122,1,39,194000,False,False
172,1,23,276000,False,True
102,3,10,332000,False,True
127,1,48,181000,False,False
141,2,33,275000,False,False
137,5,22,443000,True,False
62,3,41,230000,True,False
92,1,6,230000,True,False
125,5,47,381000,False,False
100,3,36,278000,False,False
68,2,47,174000,True,False
198,5,10,528000,True,False
171,1,16,289000,False,True
73,1,13,197000,False,True
75,2,20,235000,False,False
169,3,4,411000,False,True
131,5,20,441000,False,False
149,2,22,305000,False,False
66,3,29,258000,False,False
117,4,16,385000,True,False
93,4,43,307000,False,True
110,3,47,266000,False,True
172,1,43,236000,False,True
142,1,23,246000,False,True
123,4,30,363000,True,False
116,1,30,206000,False,True
160,1,43,224000,False,True
51,3,3,295000,True,False
138,3,24,340000,False,True
75,1,49,127000,False,True
148,3,37,324000,True,False
76,5,13,400000,True,False
138,4,42,354000,True,False
195,5,32,481000,True,False
50,5,37,326000,False,False
152,1,12,278000,True,False
180,1,8,314000,False,True
90,5,24,392000,False,True
100,5,44,362000,False,True
64,2,16,232000,False,True
57,2,32,193000,False,False
87,4,34,319000,False,False
163,5,35,443000,False,False
132,3,32,318000,False,True
105,2,17,271000,False,True
152,1,2,298000,True,False
187,5,26,485000,True,False
151,3,44,313000,False,True
127,3,17,343000,True,False
132,3,38,306000,True,False
79,1,49,131000,False,True
54,2,2,250000,False,False
168,3,8,402000,False,True
80,2,46,188000,False,True
72,4,6,360000,True,False
97,1,9,229000,True,False
158,2,1,356000,False,True
89,2,5,279000,False,False
55,3,39,227000,False,True
87,3,9,319000,False,False
149,1,14,271000,False,False
76,2,27,222000,False,True
118,5,9,450000,False,True
106,3,36,284000,False,True
66,3,29,258000,False,False
120,4,20,380000,True,False
96,1,15,216000,False,False
128,2,36,256000,False,False
159,2,3,353000,False,False
62,2,23,216000,True,False
188,3,46,346000,False,False
173,1,9,305000,False,False
158,2,30,298000,False,False
139,5,19,451000,True,False
135,4,38,359000,False,False
141,4,3,435000,True,False
73,2,48,177000,True,False
122,3,3,366000,False,True
53,4,34,285000,False,True
162,4,2,458000,False,True
95,4,27,341000,True,False
67,4,23,321000,False,True
92,2,42,208000,False,True
142,1,32,228000,False,True
152,1,47,208000,True,False
173,3,35,353000,False,False
59,5,40,329000,False,True
122,1,18,236000,False,True
80,5,27,376000,False,True
109,1,11,237000,False,True
180,1,39,252000,True,False
167,3,19,379000,False,False
63,4,25,313000,False,False
192,3,7,428000,False,True
51,1,31,139000,False,False
73,4,2,369000,False,True
113,4,38,337000,False,True
149,4,5,439000,False,False
163,5,14,485000,False,False
73,1,18,187000,True,False
140,2,36,268000,False,True
75,3,4,317000,False,False
114,5,24,416000,True,False
169,3,13,393000,False,False
53,2,21,211000,False,False
50,4,33,284000,False,True
99,2,20,259000,True,False
159,3,5,399000,False,True
188,2,24,340000,False,False
123,1,35,203000,True,False
111,2,30,251000,False,True
130,1,28,224000,True,False
105,2,45,215000,False,False
160,1,7,296000,True,False
70,1,42,136000,False,False
190,2,35,320000,False,True
58,5,30,348000,False,False
188,4,34,420000,False,False
119,4,39,341000,True,False
178,4,9,460000,True,False
167,1,12,293000,False,True
105,4,29,347000,True,False
80,1,10,210000,False,True
86,5,27,382000,False,False
140,2,19,302000,False,False
163,2,13,337000,True,False
177,1,42,243000,False,False
171,1,37,247000,False,False
118,5,32,404000,False,True
85,4,15,355000,True,False
81,5,21,389000,False,True
113,2,3,307000,False,False
97,2,8,281000,False,False
130,4,6,418000,False,False
198,2,29,340000,True,False
109,1,19,221000,False,False
190,2,17,356000,False,False
50,3,10,280000,False,True
114,4,33,348000,True,False
82,4,13,356000,False,False
87,4,27,333000,False,True
74,3,42,240000,False,False
108,5,12,434000,False,True
150,1,2,296000,False,False
176,4,10,456000,True,False
90,2,21,248000,True,False
106,1,23,210000,False,True
97,2,1,295000,False,False
121,1,33,205000,True,False
105,1,26,203000,False,False
114,2,15,284000,True,False
61,2,22,217000,False,True
118,1,25,218000,True,False
183,4,1,481000,False,False
138,2,26,286000,False,False
74,3,21,282000,False,False
50,3,41,218000,False,True
180,1,24,282000,False,True
98,5,39,370000,False,False
196,1,16,314000,False,False
109,1,32,195000,True,False
51,4,16,319000,True,False
122,4,13,396000,True,False
194,5,42,460000,False,False
159,5,32,445000,True,False
110,5,41,378000,False,False
66,5,44,328000,False,True
98,5,24,400000,True,False
125,1,13,249000,False,False
197,1,11,325000,False,False
180,3,15,400000,False,True
92,3,10,322000,False,True
106,2,42,222000,False,True
99,1,41,167000,False,True
86,5,3,430000,True,False
95,2,16,263000,False,True
64,4,44,276000,False,False
129,1,17,245000,False,False
188,3,25,388000,False,False
197,1,30,287000,False,False
73,1,47,129000,False,False
174,1,35,254000,False,True
167,1,37,243000,False,False
129,4,13,403000,False,True
143,3,24,345000,False,True
114,1,38,188000,False,True
137,4,26,385000,False,True
137,2,9,319000,True,False
194,1,19,306000,True,False
175,4,28,419000,True,False
138,5,7,474000,True,False
110,2,45,220000,True,False
64,3,22,270000,False,False
143,1,30,233000,True,False
100,1,37,176000,False,False
76,4,16,344000,False,False
123,3,36,301000,False,True
110,5,5,450000,False,True
80,2,29,222000,False,True
61,3,23,265000,True,False
95,1,6,233000,False,False
81,4,36,309000,True,False
110,5,33,394000,False,True
95,4,49,297000,False,True
134,2,41,252000,False,False
129,3,16,347000,False,False
184,4,34,416000,False,True
53,4,43,267000,True,False
101,1,26,199000,True,False
161,4,37,387000,False,False
85,5,13,409000,False,True
103,3,17,319000,True,False
168,2,32,304000,False,False
176,4,32,412000,False,False
66,5,28,360000,False,False
124,2,29,266000,True,False
154,5,25,454000,False,False
199,4,47,405000,True,False
166,4,22,422000,False,False
92,3,27,288000,True,False
161,1,44,223000,False,True
164,5,38,438000,True,False
76,1,20,186000,False,True
86,1,45,146000,False,False
95,2,24,247000,True,False
162,2,47,268000,False,False
84,5,47,340000,False,True
181,1,8,315000,False,False
129,3,14,351000,False,False
129,1,39,201000,False,False
170,2,14,342000,False,True
196,1,5,336000,False,True
171,4,47,377000,True,False
130,4,21,388000,True,False
199,3,15,419000,True,False
168,5,36,446000,True,False
107,1,33,191000,False,False
112,4,17,378000,False,True
149,5,20,459000,False,True
115,4,1,413000,False,False
194,5,16,512000,True,False
134,5,45,394000,False,True
186,4,18,450000,False,False
193,2,10,373000,False,False
172,5,23,476000,True,False
51,1,18,165000,True,False
155,4,49,357000,False,True
157,2,9,339000,False,True
121,4,46,329000,True,False
175,3,30,365000,False,True
106,1,13,230000,True,False
130,3,31,318000,False,False
190,5,46,448000,False,False
68,5,43,332000,False,False
56,3,13,280000,False,True
186,3,32,372000,True,False
103,5,17,419000,False,False
153,2,3,347000,False,False
135,1,1,283000,False,True
131,4,5,421000,False,True
110,3,32,296000,False,False
136,1,25,236000,False,True
51,4,45,261000,False,True
80,4,5,370000,False,True
82,3,37,258000,False,True
129,2,23,283000,True,False
60,2,12,236000,False,True
177,1,34,259000,False,True
184,1,23,288000,True,False
177,5,16,495000,False,True
80,2,49,182000,False,True
175,1,5,315000,False,False
96,5,44,358000,False,False
156,4,47,362000,False,False
68,1,28,162000,True,False
130,5,6,468000,False,True
172,2,13,346000,True,False
183,4,43,397000,True,False
156,1,30,246000,False,True
98,2,26,246000,False,True
122,4,17,388000,False,False
99,3,9,331000,False,True
130,2,16,298000,True,False
144,3,49,296000,False,False
61,1,18,175000,True,False
72,5,13,396000,False,True
103,1,29,195000,False,False
167,2,43,281000,False,True
108,3,45,268000,False,False
52,3,24,254000,False,False
107,4,45,317000,False,False
106,1,44,168000,False,True
194,1,46,252000,False,False
139,2,13,313000,False,False
104,3,25,304000,False,True
94,2,41,212000,True,False
50,2,46,158000,False,True
70,3,1,318000,False,True
70,2,9,252000,False,False
101,3,4,343000,False,True
131,2,28,275000,False,True
116,5,12,442000,False,True
162,2,24,314000,False,False
93,2,46,201000,False,True
59,5,9,391000,False,False
113,1,35,193000,False,True
118,3,38,292000,False,False
117,4,35,347000,False,False
77,5,33,361000,False,True
165,1,35,245000,True,False
100,2,46,208000,False,True
53,1,20,163000,True,False
128,5,2,474000,False,False
66,2,44,178000,True,False
157,1,26,255000,True,False
123,4,42,339000,False,False
72,3,13,296000,True,False
67,3,30,257000,False,True
178,5,32,464000,True,False
84,2,36,212000,False,False
113,2,19,275000,True,False
108,3,22,314000,False,False
50,1,1,198000,False,False
180,2,11,358000,False,True
116,4,26,364000,False,False
86,4,48,290000,True,False
78,2,19,240000,False,True
138,2,19,300000,False,True
149,3,12,375000,True,False
171,5,3,515000,True,False
139,3,18,353000,False,True
181,5,49,433000,False,False
63,4,5,353000,False,True
199,5,48,453000,False,True
180,3,24,382000,False,True
134,2,14,306000,False,False
70,5,38,344000,True,False
75,3,3,319000,True,False
90,4,6,378000,True,False
171,5,12,497000,False,False
87,4,11,365000,False,False
137,4,39,359000,True,False
60,1,26,158000,True,False
78,5,1,426000,True,False
109,3,16,327000,True,False
110,5,48,364000,False,False
196,5,49,448000,True,False
71,4,47,277000,False,True
127,4,9,409000,True,False
162,4,5,452000,False,False
172,4,8,456000,False,True
191,3,21,399000,False,True
93,2,33,227000,False,True
193,1,39,265000,False,False
146,4,43,360000,True,False
126,4,20,386000,False,False
189,1,45,249000,False,False
104,4,22,360000,False,True
100,2,13,274000,False,True
151,5,39,423000,False,False
78,1,11,206000,False,True
118,3,18,332000,False,False
129,1,30,219000,False,True
80,2,33,214000,True,False
161,3,44,323000,True,False
95,5,3,439000,True,False
146,4,1,444000,False,True
101,1,36,179000,False,True
187,3,6,425000,True,False
123,1,37,199000,False,False
90,5,29,382000,False,False
126,1,11,254000,True,False
180,3,13,404000,False,True
163,2,11,341000,False,False
101,3,38,275000,False,False
136,1,25,236000,False,False
158,5,15,478000,False,True
190,4,13,464000,False,False
118,4,42,334000,False,False
169,5,33,453000,True,False
116,1,13,240000,False,True
110,5,38,384000,True,False
120,1,24,222000,False,False
79,3,20,289000,False,True
195,2,44,307000,False,True
145,1,17,261000,True,False
105,4,24,357000,True,False
102,4,26,350000,False,True
56,2,40,176000,False,True
146,1,32,232000,True,False
162,2,29,304000,False,False
174,3,14,396000,False,True
181,2,37,307000,False,False
170,3,22,376000,True,False
87,4,34,319000,False,True
171,3,27,367000,True,False
75,1,28,169000,False,True
178,1,22,284000,False,True
53,1,43,117000,True,False
88,1,3,232000,True,False
103,5,22,409000,False,False
82,3,48,236000,True,False
69,1,21,177000,True,False
65,2,16,233000,False,False
198,2,9,380000,True,False
176,5,13,500000,False,False
136,3,10,366000,False,False
131,3,49,283000,True,False
111,3,21,319000,False,False
80,5,49,332000,False,False
91,3,42,257000,False,False
61,3,40,231000,True,False
114,1,7,250000,True,False
122,3,46,280000,False,False
180,1,22,286000,True,False
164,1,18,278000,False,True
186,3,21,394000,False,False
155,2,14,327000,False,True
65,4,10,345000,True,False
127,2,33,261000,False,True
174,3,9,406000,True,False
180,3,18,394000,True,False
190,2,13,364000,False,False
179,3,17,395000,False,True
161,1,23,265000,False,False
176,5,25,476000,False,True
70,3,16,288000,True,False
196,3,24,398000,True,False
138,2,31,276000,False,False
96,1,11,224000,False,True
199,2,23,353000,False,True
134,2,41,252000,True,False
177,3,39,349000,False,False
121,1,22,227000,True,False
91,3,33,275000,True,False
58,3,41,226000,False,False
74,3,42,240000,False,True
51,3,48,205000,False,True
68,5,18,382000,True,False
69,4,14,341000,False,True
119,1,28,213000,False,False
66,5,11,394000,False,True
173,4,24,425000,False,True
138,4,36,366000,True,False
143,4,19,405000,False,True
133,5,13,457000,False,False
180,1,33,264000,True,False
136,2,19,298000,False,False
100,4,47,306000,False,True
131,2,32,267000,False,True
57,2,15,227000,True,False
170,3,11,398000,False,False
53,2,23,207000,False,True
135,3,5,375000,False,True
177,1,22,283000,True,False
159,1,42,225000,False,True
148,3,18,362000,False,True
86,1,7,222000,False,True
120,4,33,354000,False,False
82,1,3,226000,False,False
80,3,28,274000,False,False
174,4,1,472000,False,True
61,2,49,163000,True,False
60,2,47,166000,True,False
137,2,37,263000,True,False
121,3,22,327000,False,False
81,2,48,185000,False,False
106,1,44,168000,False,False
135,2,19,297000,False,False
68,5,14,390000,False,True
165,5,3,509000,True,False
63,2,19,225000,True,False
82,2,33,216000,False,False
59,5,21,367000,True,False
129,2,1,327000,True,False
113,4,26,361000,False,False
117,5,10,447000,False,False
141,3,35,321000,False,False
174,5,13,498000,False,False
129,1,6,267000,False,True
108,4,43,322000,True,False
146,3,6,384000,False,True
68,2,35,198000,True,False
198,1,16,316000,False,True
71,1,41,139000,False,False
58,4,8,342000,False,True
58,3,3,302000,False,False
76,1,5,216000,False,False
66,3,21,274000,False,True
94,3,31,282000,True,False
57,1,14,179000,False,True
195,3,37,371000,False,False
174,4,19,436000,False,False
172,1,37,248000,True,False
82,4,20,342000,True,False
50,4,2,346000,True,False
55,3,7,291000,False,False
90,3,33,274000,False,True
54,1,42,120000,True,False
129,2,6,317000,False,False
67,1,7,203000,False,True
